id,query_found
18455,"[0.44291763519082905, 0.4653708317702275, 0.09171153303894353]"
18553,"[0.3125, 0.375, 0.3125]"
18700,"[0.42065035746062224, 0.46875, 0.11059964253937782]"
18781,"[0.4446705100716326, 0.1502781044839808, 0.40505138544438657]"
19106,"[0.4112510922316008, 0.578125, 0.010623907768399166]"
19134,"[0.26810104248811095, 0.45406594895811936, 0.2778330085537697]"
19428,"[0.35634778537011347, 0.5, 0.14365221462988653]"
19523,"[0.25, 0.5816340683060861, 0.1683659316939139]"
19527,"[0.2421875, 0.43065158558562844, 0.32716091441437156]"
19614,"[0.4074035294094979, 0.2704841913805695, 0.3221122792099326]"
19668,"[0.40345507726845004, 0.5259247467214312, 0.07062017601011883]"
19737,"[0.3125, 0.25, 0.4375]"
19893,"[0.11126365554780254, 0.453125, 0.4356113444521974]"
20082,"[0.3433226738423709, 0.4289282648112751, 0.22774906134635398]"
20666,"[0.16035453072117276, 0.0, 0.8396454692788272]"
20783,"[0.3828125, 0.42067957087759145, 0.19650792912240855]"
20957,"[0.25, 0.3251289750262525, 0.4248710249737475]"
21325,"[0.1989165337574523, 0.37290055426876123, 0.42818291197378644]"
21410,"[0.19210314691810773, 0.5546875, 0.2532093530818923]"
21762,"[0.21875, 0.330370815974296, 0.45087918402570404]"
22053,"[0.5, 0.39530124035705444, 0.10469875964294562]"
22167,"[0.46875, 0.33362840570710367, 0.19762159429289627]"
22177,"[0.4655480647287414, 0.44400307212361717, 0.09044886314764145]"
22214,"[0.48252127785898363, 0.19755099324414024, 0.31992772889687615]"
22279,"[0.375, 0.5387858598483167, 0.08621414015168327]"
22300,"[0.3163465160236946, 0.25, 0.4336534839763053]"
22535,"[0.3424909753387186, 0.486027812619584, 0.17148121204169742]"
22921,"[0.18005438838969168, 0.3359397004202785, 0.4840059111900299]"
23158,"[0.0, 0.125, 0.875]"
23460,"[0.34375, 0.21553216835498373, 0.4407178316450162]"
23646,"[0.44152043324577384, 0.3125, 0.24597956675422616]"
23762,"[0.33987710445659436, 0.30122112635771153, 0.35890176918569416]"
23933,"[0.3123070788819617, 0.4459216298913804, 0.24177129122665786]"
24096,"[0.3798828125, 0.4111328125, 0.208984375]"
24108,"[0.3182560783500164, 0.39453125, 0.28721267164998365]"
24141,"[0.4375, 0.1875, 0.375]"
24237,"[0.1875, 0.375, 0.4375]"
24276,"[0.4358074292940006, 0.2748901875529927, 0.2893023831530066]"
24424,"[0.306640625, 0.4093603217285679, 0.28399905327143204]"
24471,"[0.2792664674211625, 0.09375, 0.6269835325788375]"
24655,"[0.0, 0.5216192578319224, 0.4783807421680776]"
24669,"[0.0, 0.25903976890075775, 0.7409602310992423]"
24719,"[0.625, 0.375, 0.0]"
25096,"[0.19239917583022134, 0.8076008241697787, 0.0]"
25206,"[0.33063191785771223, 0.4888466800249549, 0.18052140211733292]"
25239,"[0.2710177925239491, 0.3678295350710814, 0.3611526724049695]"
25736,"[0.5625, 0.4375, 0.0]"
25817,"[0.08317135938269866, 0.5128388791426258, 0.40398976147467547]"
26264,"[0.5252571213113463, 0.4747428786886538, 0.0]"
26339,"[0.4809674406381352, 0.4116178901232746, 0.10741466923859022]"
26383,"[0.2539372192087378, 0.44454957107621335, 0.3015132097150488]"
26479,"[0.25, 0.3767727985320925, 0.37322720146790744]"
26658,"[0.040617718448946946, 0.31895467719271314, 0.6404276043583399]"
26682,"[0.35044953839597615, 0.388671875, 0.26087858660402385]"
26962,"[0.3806486087595103, 0.41015625, 0.20919514124048977]"
27101,"[0.10396407197583986, 0.19524096590287363, 0.7007949621212866]"
27128,"[0.363392840996235, 0.41135566697562315, 0.22525149202814188]"
27135,"[0.18176033818773735, 0.48141625886331213, 0.3368234029489505]"
27465,"[0.375, 0.5484189442255312, 0.07658105577446883]"
27589,"[0.375, 0.3645950624525577, 0.2604049375474423]"
27730,"[0.14713250813604378, 0.4453125, 0.4075549918639563]"
27769,"[0.2057781832883987, 0.0, 0.7942218167116013]"
28057,"[0.25, 0.033824839807628716, 0.7161751601923713]"
28271,"[0.264970276700282, 0.33270069523263734, 0.4023290280670806]"
29267,"[0.16041649039221653, 0.39453125, 0.4450522596077835]"
29527,"[0.453125, 0.140625, 0.40625]"
29744,"[0.15625, 0.45993334653565643, 0.38381665346434357]"
29968,"[0.4670139195403335, 0.41384963073138514, 0.11913644972828141]"
30003,"[0.3764230714049189, 0.4259431277163693, 0.19763380087871185]"
30593,"[0.3181636887451006, 0.38966094705756626, 0.29217536419733314]"
30771,"[0.23616409464687302, 0.39112012462094453, 0.3727157807321825]"
30843,"[0.0, 0.4472712380695157, 0.5527287619304844]"
31074,"[0.322265625, 0.390625, 0.287109375]"
31527,"[0.08554943891431661, 0.5690209700547929, 0.34542959103089044]"
31536,"[0.37906318999434174, 0.5, 0.12093681000565826]"
31805,"[0.276160692221436, 0.4174617441075341, 0.30637756367102986]"
32128,"[0.14263467132326915, 0.0, 0.8573653286767309]"
32232,"[0.37285574619402273, 0.37796973530318656, 0.2491745185027907]"
32519,"[0.3943381009454655, 0.0, 0.6056618990545345]"
32691,"[-0.0, 1.0, 0.0]"
32781,"[0.3949219533194398, 0.375, 0.2300780466805602]"
32829,"[0.00565308375075042, 0.5625, 0.43184691624924954]"
32865,"[0.25, 0.7499999999999999, 1.1102230246251565e-16]"
33039,"[0.35826171389919764, 0.32781303752754687, 0.31392524857325554]"
33102,"[0.3543181880001192, 0.6456818119998808, 0.0]"
33227,"[0.220326150685642, 0.296875, 0.482798849314358]"
33240,"[0.3620279274114895, 0.31680715838292045, 0.3211649142055901]"
33272,"[0.1830584610052436, 0.32119823226330113, 0.4957433067314553]"
33434,"[0.32682813691005563, 0.35810160711143996, 0.31507025597850435]"
33572,"[0.26653556539506756, 0.416015625, 0.3174488096049324]"
33699,"[0.28879792287523254, 0.37998930090179495, 0.3312127762229725]"
33762,"[0.22701124444954593, 0.46875, 0.3042387555504541]"
34121,"[0.3984479700831292, 0.5238499593144651, 0.07770207060240564]"
34129,"[0.18149990558803203, 0.296875, 0.521625094411968]"
34287,"[0.31399119246866236, 0.5, 0.18600880753133764]"
34401,"[0.07168981396602732, 0.375, 0.5533101860339726]"
34487,"[0.2265625, 0.4704549280188063, 0.3029825719811937]"
34517,"[0.35654942704924275, 0.44484277875202355, 0.19860779419873364]"
34541,"[0.826529526558407, 0.17347047344159308, 0.0]"
34637,"[0.21681884410965227, 0.4187075846065666, 0.3644735712837811]"
35082,"[0.4218994807373263, 0.328125, 0.2499755192626737]"
35195,"[0.46484375, 0.3324441144546627, 0.2027121355453373]"
36135,"[0.75, 0.0, 0.25]"
36328,"[0.4375, 0.10448552343450518, 0.45801447656549477]"
36365,"[0.18107817268050064, 0.30123407685350934, 0.51768775046599]"
36619,"[0.2985310539855007, 0.38244120223630934, 0.3190277437781899]"
36857,"[0.04179733512422581, 0.35519199251992045, 0.6030106723558537]"
37232,"[0.3856008061213775, 0.411626863467, 0.20277233041162246]"
37371,"[0.25, 0.6875, 0.0625]"
37412,"[0.5, 0.49301407772747374, 0.006985922272526257]"
37561,"[0.42421098768466214, 0.4140625, 0.16172651231533786]"
37662,"[0.421875, 0.3348103326059388, 0.24331466739406116]"
38019,"[0.24017203504089743, 0.42863262021743836, 0.33119534474166423]"
38091,"[0.13808763130531468, 0.5025449460834424, 0.359367422611243]"
38119,"[0.5, 0.5, 0.0]"
38120,"[0.44634366959442484, 0.529753009160942, 0.023903321244633124]"
38358,"[0.31082993083320404, 0.3828125, 0.3063575691667959]"
38482,"[0.016834907629634566, 0.26738522121909286, 0.7157798711512726]"
38879,"[0.25, 0.359375, 0.390625]"
38903,"[0.3891035754246012, 0.4232905296357301, 0.18760589493966862]"
39221,"[0.33499553214800093, 0.4589028964099704, 0.20610157144202867]"
39234,"[0.5, 0.0, 0.5]"
39434,"[0.36252342339223703, 0.637476576607763, 0.0]"
39567,"[0.5, 0.20582469816331267, 0.2941753018366873]"
39729,"[0.24582463078607178, 0.4138697420491712, 0.340305627164757]"
39765,"[0.38671875, 0.34375, 0.26953125]"
40038,"[0.453125, 0.16578981880306892, 0.38108518119693113]"
40363,"[0.4817973345243307, 0.4609375, 0.05726516547566929]"
40435,"[0.027850394582906914, 0.125, 0.847149605417093]"
40447,"[0.46773300548400937, 0.421875, 0.11039199451599058]"
40449,"[0.375, 0.34375, 0.28125]"
40665,"[0.6727098774926481, 0.32045595944459143, 0.006834163062760412]"
40695,"[0.3482495433598996, 0.4431473201009517, 0.20860313653914875]"
40703,"[0.375, 0.375, 0.25]"
40809,"[0.2342115734993305, 0.45913389525420006, 0.30665453124646946]"
40871,"[0.26569358047792707, 0.3125, 0.421806419522073]"
41022,"[0.3268843660224507, 0.42842846888075825, 0.244687165096791]"
41149,"[0.375, 0.625, 0.0]"
41190,"[0.421875, 0.2890625, 0.2890625]"
41265,"[0.2421875, 0.3473330466704103, 0.4104794533295897]"
41275,"[0.5052977073261452, 0.0, 0.4947022926738548]"
41278,"[0.19411282600638705, 0.44769471848592074, 0.3581924555076922]"
41516,"[0.28125, 0.39872938735053143, 0.32002061264946857]"
41848,"[0.36753926331631814, 0.1875, 0.44496073668368186]"
41861,"[0.24929475021203623, 0.4671984027648413, 0.28350684702312245]"
42087,"[0.3339721972236055, 0.3926645249267304, 0.2733632778496642]"
42138,"[0.5323034834020135, 0.078125, 0.3895715165979865]"
42224,"[0.44921875, 0.45009923101491833, 0.10068201898508167]"
42311,"[0.37705274920991233, 0.24472040843656254, 0.3782268423535251]"
42458,"[0.25517168645079813, 0.48885600571087306, 0.2559723078383288]"
42488,"[0.0, 0.5, 0.5]"
42715,"[0.2807020941034404, 0.48130123245009654, 0.23799667344646314]"
42811,"[0.3359375, 0.3583068449378271, 0.30575565506217295]"
42931,"[0.328125, 0.3274060245426774, 0.3444689754573226]"
43180,"[0.4732940727156972, 0.38640731456437444, 0.14029861271992838]"
43191,"[0.3414785091516911, 0.38623998840954843, 0.2722815024387605]"
43293,"[0.5447696330922381, 0.3189527912484744, 0.13627757565928744]"
43301,"[0.279296875, 0.388671875, 0.33203125]"
43387,"[0.625, 0.0, 0.375]"
43654,"[0.4080849175513473, 0.10197777326209635, 0.4899373091865563]"
43864,"[0.1790508203137449, 0.5047952499647139, 0.3161539297215412]"
43972,"[0.328125, 0.2623923465154535, 0.4094826534845465]"
44054,"[0.24199322630207856, 0.46227297684602536, 0.29573379685189605]"
44366,"[0.34998300425863493, 0.4783284372335251, 0.17168855850784004]"
44621,"[0.0, 0.1875, 0.8125]"
45109,"[0.3132958712421778, 0.5, 0.18670412875782216]"
45295,"[0.38076336236416863, 0.28864275756191504, 0.3305938800739163]"
45598,"[0.44016209260935046, 0.5420883970199837, 0.017749510370665855]"
45811,"[0.59375, 0.0, 0.40625]"
45855,"[0.265625, 0.3059924131682829, 0.42838258683171704]"
46402,"[0.2333075274643916, 0.3125, 0.45419247253560835]"
46497,"[0.375, 0.3130049113292343, 0.31199508867076564]"
46511,"[0.46478098050806727, 0.4771632262490871, 0.0580557932428456]"
46523,"[0.23907371207015776, 0.5625, 0.19842628792984218]"
46662,"[0.29620046880855777, 0.4266200376712182, 0.2771794935202241]"
46706,"[0.5761523991402184, 0.3256329561939049, 0.0982146446658767]"
46745,"[0.21875, 0.3580610552100691, 0.42318894478993085]"
47171,"[0.1760183489240484, 0.20808029952736823, 0.6159013515485834]"
47220,"[0.45222584761222395, 0.20460341920290373, 0.34317073318487235]"
47440,"[0.4296875, 0.27174173904970644, 0.29857076095029356]"
47658,"[0.21169070186281708, 0.38277692373044603, 0.40553237440673695]"
47659,"[0.3132027806489412, 0.21875, 0.46804721935105875]"
47705,"[0.20495082342348764, 0.5, 0.2950491765765124]"
48056,"[0.4339108529287208, 0.38109649437371856, 0.1849926526975607]"
48214,"[0.3686501950574204, 0.3046875, 0.32666230494257964]"
48528,"[0.5625, 0.0, 0.4375]"
48638,"[0.4008504862036215, 0.2120409728021331, 0.3871085409942454]"
48658,"[0.455850349506716, 0.2734375, 0.270712150493284]"
48873,"[0.23903282875465418, 0.4314050118141158, 0.32956215943123]"
49129,"[0.2042076459116354, 0.3203125, 0.4754798540883646]"
49182,"[0.171875, 0.42177189521259806, 0.40635310478740194]"
49274,"[0.22316028768716564, 0.42229080166478344, 0.35454891064805094]"
49364,"[0.4407234859411214, 0.47077868211397633, 0.08849783194490235]"
49438,"[0.3515625, 0.48319360440399306, 0.16524389559600694]"
49523,"[0.2018925251086117, 0.6705286942556369, 0.12757878063575145]"
49646,"[0.296875, 0.4555966438811731, 0.24752835611882684]"
49908,"[0.23730599956083204, 0.41690632812719114, 0.3457876723119768]"
