id,x1,x2,x3,pIndex,Volume,Relative Volume,Grid,Grid Denominator,Max Rank
7832,0.3556596857016229,0.1194354148202911,0.4060713136755318,3,0.00044,0.0006031363088057902,0.05,20,3
7879,0.5925237170050479,0.0933951165853444,0.2579846121264866,2,0.00154,0.0021109770808202654,0.07692307692307693,13,2
7991,0.2285553500033204,0.1802903013813404,0.7318808521919914,2,0.0005,0.0006853821690974888,0.03225806451612903,31,2
8117,0.0349484828841426,0.5159987883253927,0.4431691501681151,2,0.00102,0.0013981796249588772,0.02702702702702703,37,2
8222,0.2347286234794475,0.4556877080019402,0.2441187638211827,8,0.0,0.0,0.016129032258064516,62,10
8316,0.4260926698552563,0.4847014445251601,0.1552727493015269,>15,2e-05,2.7415286763899554e-05,0.004048582995951417,247,14
8387,0.4677785227612338,0.1575688141210344,0.2930862458451157,4,0.00042,0.0005757210220418906,0.03125,32,5
9231,0.3636883228855024,0.3534594994428409,0.1623963377416404,2,0.00116,0.001590086632306174,0.07692307692307693,13,2
9257,0.2833788667922635,0.4127072018127887,0.1999003099985614,3,6e-05,8.224586029169866e-05,0.016666666666666666,60,6
9282,0.4439115211932894,0.3928080485930423,0.1299041824179335,2,0.00126,0.0017271630661256719,0.03225806451612903,31,2
9443,0.293206897423146,0.3343514664939373,0.225341980326768,9,0.0,0.0,0.017241379310344827,58,3
9609,0.2189273991087289,0.3983405532494878,0.3031548554923937,10,2e-05,2.7415286763899554e-05,0.015625,64,17
9978,0.0069296377128507,0.5015024533257147,0.5818296859564012,1,0.00114,0.0015626713455422743,0.03571428571428571,28,1
